Year_Month,Travel_Mode,Card_type,Trip
2021-07,Bus,Adult Single Bus Trip 2,25
2021-07,Bus,Adult Single Bus Trip 3,11
2021-07,Bus,CTP,1083341
2021-07,Bus,Child/Youth,167037
2021-07,Bus,Child/Youth Single Bus Trip 1,1
2021-07,Bus,Child/Youth Single Bus Trip 2,1
2021-07,Bus,Concession,179630
2021-07,Bus,Day Pass without SAF,386
2021-07,Bus,Employee,20412
2021-07,Bus,Free Travel,10140
2021-07,Bus,On Demand,9478
2021-07,Bus,School Student,74866
2021-07,Bus,Senior/Pensioner,1261330
2021-07,Ferry,Adult,30457
2021-07,Ferry,CTP,25112
2021-07,Ferry,Child/Youth,3759
2021-07,Ferry,Concession,1684
2021-07,Ferry,Day Pass without SAF,4
2021-07,Ferry,Employee,734
2021-07,Ferry,Free Travel,353
2021-07,Ferry,School Student,703
2021-07,Ferry,Senior/Pensioner,17700
2021-07,Ferry,Sgl Trip Ferry Adult,196
2021-07,Ferry,Sgl Trip Ferry Child/Youth,185
2021-07,Light rail,Adult,186420
2021-07,Light rail,CTP,89160
2021-07,Light rail,Child/Youth,6128
2021-07,Light rail,Concession,14281
2021-07,Light rail,Day Pass without SAF,8
2021-07,Light rail,Employee,1630
2021-07,Light rail,Free Travel,550
2021-07,Light rail,School Student,1199
2021-07,Light rail,Senior/Pensioner,51834
2021-07,Light rail,Sgl Trip LR Adult,154
2021-07,Light rail,Sgl Trip LR Child/Youth,127
2021-07,Metro,Adult,179849
2021-07,Metro,CTP,62260
2021-07,Metro,Child/Youth,5913
2021-07,Metro,Concession,17652
2021-07,Metro,Day Pass without SAF,2
2021-07,Metro,Employee,2308
2021-07,Metro,Free Travel,191
2021-07,Metro,School Student,616
2021-07,Metro,Senior/Pensioner,18309
2021-07,Metro,Sgl Trip Rail Adult,455
2021-07,Metro,Sgl Trip Rail Child/Youth,640
2021-07,Train,Adult,3303530
2021-07,Train,CTP,1055844
2021-07,Train,Child/Youth,66913
2021-07,Train,Concession,171887
2021-07,Train,Day Pass without SAF,386
2021-07,Train,Employee,90532
2021-07,Train,Free Travel,5093
2021-07,Train,School Student,13373
2021-07,Train,Senior/Pensioner,542932
2021-07,Train,Sgl Trip Rail Adult,10479
2021-07,Train,Sgl Trip Rail Child/Youth,7864
2021-08,Bus,Adult,1945211
2021-08,Bus,Adult Single Bus Trip 1,62
2021-08,Bus,Adult Single Bus Trip 2,29
2021-08,Bus,Adult Single Bus Trip 3,9
2021-08,Bus,CTP,949416
2021-08,Bus,Child/Youth,100445
2021-08,Bus,Child/Youth Single Bus Trip 1,1
2021-08,Bus,Concession,129968
2021-08,Bus,Day Pass Child/Youth w/o SAF,4
2021-08,Bus,Day Pass without SAF,405
2021-08,Bus,Employee,17777
2021-08,Bus,Free Travel,8885
2021-08,Bus,On Demand,6463
2021-08,Bus,School Student,48228
2021-08,Bus,Senior/Pensioner,1080294
2021-08,Ferry,Adult,22078
2021-08,Ferry,CTP,20015
2021-08,Ferry,Child/Youth,1563
2021-08,Ferry,Concession,951
2021-08,Ferry,Day Pass without SAF,3
2021-08,Ferry,Employee,739
2021-08,Ferry,Free Travel,169
2021-08,Ferry,School Student,321
2021-08,Ferry,Senior/Pensioner,13459
2021-08,Ferry,Sgl Trip Ferry Adult,172
2021-08,Ferry,Sgl Trip Ferry Child/Youth,148
2021-08,Light rail,Adult,153727
2021-08,Light rail,CTP,75088
2021-08,Light rail,Child/Youth,2399
2021-08,Light rail,Concession,9962
2021-08,Light rail,Day Pass without SAF,12
2021-08,Light rail,Employee,1411
2021-08,Light rail,Free Travel,401
2021-08,Light rail,School Student,604
2021-08,Light rail,Senior/Pensioner,42738
2021-08,Light rail,Sgl Trip LR Adult,72
2021-08,Light rail,Sgl Trip LR Child/Youth,52
2021-08,Metro,Adult,132635
2021-08,Metro,CTP,44113
2021-08,Metro,Child/Youth,3023
2021-08,Metro,Concession,11687
2021-08,Metro,Day Pass without SAF,4
2021-08,Metro,Employee,1519
2021-08,Metro,Free Travel,128
2021-08,Metro,School Student,705
2021-08,Metro,Senior/Pensioner,13021
2021-08,Metro,Sgl Trip Rail Adult,276
2021-08,Metro,Sgl Trip Rail Child/Youth,507
2021-08,Train,Adult,2672862
2021-08,Train,CTP,902288
2021-08,Train,Child/Youth,38935
2021-08,Train,Concession,122594
2021-08,Train,Day Pass Child/Youth w/o SAF,1
2021-08,Train,Day Pass without SAF,432
2021-08,Train,Employee,63791
2021-08,Train,Free Travel,4012
2021-08,Train,School Student,8871
2021-08,Train,Senior/Pensioner,419744
2021-08,Train,Sgl Trip Rail Adult,7516
2021-08,Train,Sgl Trip Rail Child/Youth,4843
2021-09,Bus,Adult,2026419
2021-09,Bus,Adult Single Bus Trip 1,47
2021-09,Bus,Adult Single Bus Trip 2,17
2021-09,Bus,Adult Single Bus Trip 3,8
2021-09,Bus,CTP,1072112
2021-09,Bus,Child/Youth,152734
2021-09,Bus,Child/Youth Single Bus Trip 1,1
2021-09,Bus,Concession,134804
2021-09,Bus,Day Pass Child/Youth w/o SAF,6
2021-09,Bus,Day Pass without SAF,424
2021-09,Bus,Employee,21387
2021-09,Bus,Free Travel,9912
2021-09,Bus,On Demand,7547
2021-09,Bus,School Student,21891
2021-09,Bus,Senior/Pensioner,1209858
2021-09,Ferry,Adult,28620
2021-09,Ferry,CTP,26730
2021-09,Ferry,Child/Youth,4618
2021-09,Ferry,Concession,1114
2021-09,Ferry,Employee,876
2021-09,Ferry,Free Travel,272
2021-09,Ferry,School Student,115
2021-09,Ferry,Senior/Pensioner,19998
2021-09,Ferry,Sgl Trip Ferry Adult,214
2021-09,Ferry,Sgl Trip Ferry Child/Youth,367
2021-09,Light rail,Adult,181468
2021-09,Light rail,CTP,95276
2021-09,Light rail,Child/Youth,5447
2021-09,Light rail,Concession,11478
2021-09,Light rail,Day Pass without SAF,14
2021-09,Light rail,Employee,1728
2021-09,Light rail,Free Travel,509
2021-09,Light rail,School Student,264
2021-09,Light rail,Senior/Pensioner,53835
2021-09,Light rail,Sgl Trip LR Adult,77
2021-09,Light rail,Sgl Trip LR Child/Youth,67
2021-09,Metro,Adult,136617
2021-09,Metro,CTP,47090
2021-09,Metro,Child/Youth,4479
2021-09,Metro,Concession,11143
2021-09,Metro,Day Pass without SAF,7
2021-09,Metro,Employee,1147
2021-09,Metro,Free Travel,139
2021-09,Metro,School Student,478
2021-09,Metro,Senior/Pensioner,15393
2021-09,Metro,Sgl Trip Rail Adult,293
2021-09,Metro,Sgl Trip Rail Child/Youth,634
2021-09,Train,Adult,2823340
2021-09,Train,CTP,1010138
2021-09,Train,Child/Youth,62255
2021-09,Train,Concession,130994
2021-09,Train,Day Pass Child/Youth w/o SAF,6
2021-09,Train,Day Pass without SAF,393
2021-09,Train,Employee,63703
2021-09,Train,Free Travel,4688
2021-09,Train,School Student,4961
2021-09,Train,Senior/Pensioner,477776
2021-09,Train,Sgl Trip Rail Adult,8100
2021-09,Train,Sgl Trip Rail Child/Youth,5699
2021-10,Bus,Adult,3249805
2021-10,Bus,Adult Single Bus Trip 1,131
2021-10,Bus,Adult Single Bus Trip 2,51
2021-10,Bus,Adult Single Bus Trip 3,15
2021-10,Bus,CTP,1961145
2021-10,Bus,Child/Youth,381176
2021-10,Bus,Child/Youth Single Bus Trip 1,2
2021-10,Bus,Child/Youth Single Bus Trip 2,18
2021-10,Bus,Child/Youth Single Bus Trip 3,3
2021-10,Bus,Concession,314007
2021-10,Bus,Day Pass Child/Youth w/o SAF,2
2021-10,Bus,Day Pass without SAF,512
2021-10,Bus,Employee,35329
2021-10,Bus,Free Travel,16626
2021-10,Bus,On Demand,12369
2021-10,Bus,School Student,460443
2021-10,Bus,Senior/Pensioner,1967905
2021-10,Ferry,Adult,112548
2021-10,Ferry,CTP,109228
2021-10,Ferry,Child/Youth,21759
2021-10,Ferry,Concession,7215
2021-10,Ferry,Day Pass without SAF,2
2021-10,Ferry,Employee,2394
2021-10,Ferry,Free Travel,880
2021-10,Ferry,School Student,2953
2021-10,Ferry,Senior/Pensioner,71248
2021-10,Ferry,Sgl Trip Ferry Adult,2157
2021-10,Ferry,Sgl Trip Ferry Child/Youth,2099
2021-10,Light rail,Adult,372123
2021-10,Light rail,CTP,255765
2021-10,Light rail,Child/Youth,25393
2021-10,Light rail,Concession,43886
2021-10,Light rail,Day Pass Child/Youth w/o SAF,1
2021-10,Light rail,Day Pass without SAF,29
2021-10,Light rail,Employee,3691
2021-10,Light rail,Free Travel,1076
2021-10,Light rail,School Student,11144
2021-10,Light rail,Senior/Pensioner,131606
2021-10,Light rail,Sgl Trip LR Adult,385
2021-10,Light rail,Sgl Trip LR Child/Youth,303
2021-10,Metro,Adult,280790
2021-10,Metro,CTP,136772
2021-10,Metro,Child/Youth,36456
2021-10,Metro,Concession,44037
2021-10,Metro,Day Pass without SAF,4
2021-10,Metro,Employee,3504
2021-10,Metro,Free Travel,569
2021-10,Metro,School Student,28833
2021-10,Metro,Senior/Pensioner,48030
2021-10,Metro,Sgl Trip Rail Adult,1249
2021-10,Metro,Sgl Trip Rail Child/Youth,1933
2021-10,Train,Adult,4898487
2021-10,Train,CTP,2257721
2021-10,Train,Child/Youth,268070
2021-10,Train,Concession,377617
2021-10,Train,Day Pass Child/Youth w/o SAF,6
2021-10,Train,Day Pass without SAF,476
2021-10,Train,Employee,116346
2021-10,Train,Free Travel,10412
2021-10,Train,School Student,245858
2021-10,Train,Senior/Pensioner,1045123
2021-10,Train,Sgl Trip Rail Adult,20147
2021-10,Train,Sgl Trip Rail Child/Youth,16303
2021-11,Bus,Adult,4475868
2021-11,Bus,Adult Single Bus Trip 1,93
2021-11,Bus,Adult Single Bus Trip 2,34
2021-11,Bus,Adult Single Bus Trip 3,10
2021-11,Bus,CTP,2702675
2021-11,Bus,Child/Youth,519653
2021-11,Bus,Child/Youth Single Bus Trip 2,3
2021-11,Bus,Concession,479864
2021-11,Bus,Day Pass Child/Youth w/o SAF,3
2021-11,Bus,Day Pass without SAF,528
2021-11,Bus,Employee,47652
2021-11,Bus,Free Travel,22062
2021-11,Bus,On Demand,17583
2021-11,Bus,School Student,1582582
2021-11,Bus,Senior/Pensioner,2587962
2021-11,Ferry,Adult,149851
2021-11,Ferry,CTP,145215
2021-11,Ferry,Child/Youth,19692
2021-11,Ferry,Concession,8697
2021-11,Ferry,Day Pass without SAF,2
2021-11,Ferry,Employee,2839
2021-11,Ferry,Free Travel,1169
2021-11,Ferry,School Student,8679
2021-11,Ferry,Senior/Pensioner,98389
2021-11,Ferry,Sgl Trip Ferry Adult,4208
2021-11,Ferry,Sgl Trip Ferry Child/Youth,2455
2021-11,Light rail,Adult,436404
2021-11,Light rail,CTP,318933
2021-11,Light rail,Child/Youth,22022
2021-11,Light rail,Concession,61425
2021-11,Light rail,Day Pass Child/Youth w/o SAF,5
2021-11,Light rail,Day Pass without SAF,17
2021-11,Light rail,Employee,4282
2021-11,Light rail,Free Travel,1292
2021-11,Light rail,School Student,25205
2021-11,Light rail,Senior/Pensioner,150267
2021-11,Light rail,Sgl Trip LR Adult,494
2021-11,Light rail,Sgl Trip LR Child/Youth,293
2021-11,Metro,Adult,452954
2021-11,Metro,CTP,216940
2021-11,Metro,Child/Youth,55977
2021-11,Metro,Concession,72774
2021-11,Metro,Day Pass without SAF,5
2021-11,Metro,Employee,5866
2021-11,Metro,Free Travel,967
2021-11,Metro,School Student,116422
2021-11,Metro,Senior/Pensioner,81250
2021-11,Metro,Sgl Trip Rail Adult,2200
2021-11,Metro,Sgl Trip Rail Child/Youth,2666
2021-11,Train,Adult,7240864
2021-11,Train,CTP,3480234
2021-11,Train,Child/Youth,385203
2021-11,Train,Concession,625489
2021-11,Train,Day Pass Child/Youth w/o SAF,11
2021-11,Train,Day Pass without SAF,507
2021-11,Train,Employee,176091
2021-11,Train,Free Travel,16182
2021-11,Train,School Student,947788
2021-11,Train,Senior/Pensioner,1631839
2021-11,Train,Sgl Trip Rail Adult,41254
2021-11,Train,Sgl Trip Rail Child/Youth,22923
2021-12,Bus,Adult,4224733
2021-12,Bus,Adult Single Bus Trip 1,124
2021-12,Bus,Adult Single Bus Trip 2,44
2021-12,Bus,Adult Single Bus Trip 3,19
2021-12,Bus,CTP,2631049
2021-12,Bus,Child/Youth,637255
2021-12,Bus,Child/Youth Single Bus Trip 1,1
2021-12,Bus,Child/Youth Single Bus Trip 2,2
2021-12,Bus,Concession,471774
2021-12,Bus,Day Pass Child/Youth w/o SAF,21
2021-12,Bus,Day Pass without SAF,604
2021-12,Bus,Employee,47570
2021-12,Bus,Free Travel,21412
2021-12,Bus,On Demand,18475
2021-12,Bus,School Student,603437
2021-12,Bus,Senior/Pensioner,2490492
2021-12,Ferry,Adult,209567
2021-12,Ferry,CTP,217890
2021-12,Ferry,Child/Youth,52941
2021-12,Ferry,Concession,12388
2021-12,Ferry,Day Pass Child/Youth w/o SAF,7
2021-12,Ferry,Day Pass without SAF,48
2021-12,Ferry,Employee,3825
2021-12,Ferry,Free Travel,1331
2021-12,Ferry,School Student,5125
2021-12,Ferry,Senior/Pensioner,107297
2021-12,Ferry,Sgl Trip Ferry Adult,12391
2021-12,Ferry,Sgl Trip Ferry Child/Youth,9570
2021-12,Light rail,Adult,567365
2021-12,Light rail,CTP,403722
2021-12,Light rail,Child/Youth,54227
2021-12,Light rail,Concession,68888
2021-12,Light rail,Day Pass Child/Youth w/o SAF,3
2021-12,Light rail,Day Pass without SAF,40
2021-12,Light rail,Employee,5869
2021-12,Light rail,Free Travel,1851
2021-12,Light rail,School Student,14805
2021-12,Light rail,Senior/Pensioner,187658
2021-12,Light rail,Sgl Trip LR Adult,1140
2021-12,Light rail,Sgl Trip LR Child/Youth,855
2021-12,Metro,Adult,468401
2021-12,Metro,CTP,244548
2021-12,Metro,Child/Youth,89830
2021-12,Metro,Concession,79637
2021-12,Metro,Day Pass without SAF,13
2021-12,Metro,Employee,6606
2021-12,Metro,Free Travel,899
2021-12,Metro,School Student,55544
2021-12,Metro,Senior/Pensioner,79251
2021-12,Metro,Sgl Trip Rail Adult,3228
2021-12,Metro,Sgl Trip Rail Child/Youth,4165
2021-12,Train,Adult,6944384
2021-12,Train,CTP,3497237
2021-12,Train,Child/Youth,562600
2021-12,Train,Concession,639846
2021-12,Train,Day Pass Child/Youth w/o SAF,14
2021-12,Train,Day Pass without SAF,601
2021-12,Train,Employee,176929
2021-12,Train,Free Travel,15046
2021-12,Train,School Student,387366
2021-12,Train,Senior/Pensioner,1586825
2021-12,Train,Sgl Trip Rail Adult,55444
2021-12,Train,Sgl Trip Rail Child/Youth,34888
2022-01,Bus,Adult,3280150
2022-01,Bus,Adult Single Bus Trip 1,93
2022-01,Bus,Adult Single Bus Trip 2,21
2022-01,Bus,Adult Single Bus Trip 3,14
2022-01,Bus,CTP,2088109
2022-01,Bus,Child/Youth,552340
2022-01,Bus,Child/Youth Single Bus Trip 1,2
2022-01,Bus,Child/Youth Single Bus Trip 2,1
2022-01,Bus,Concession,332743
2022-01,Bus,Day Pass Child/Youth w/o SAF,9
2022-01,Bus,Day Pass without SAF,437
2022-01,Bus,Employee,37542
2022-01,Bus,Free Travel,16557
2022-01,Bus,On Demand,15290
2022-01,Bus,School Student,23011
2022-01,Bus,Senior/Pensioner,1915765
2022-01,Ferry,Adult,201854
2022-01,Ferry,CTP,211482
2022-01,Ferry,Child/Youth,70512
2022-01,Ferry,Concession,10798
2022-01,Ferry,Day Pass Child/Youth w/o SAF,2
2022-01,Ferry,Day Pass without SAF,8
2022-01,Ferry,Employee,4167
2022-01,Ferry,Free Travel,1295
2022-01,Ferry,School Student,584
2022-01,Ferry,Senior/Pensioner,96703
2022-01,Ferry,Sgl Trip Ferry Adult,15507
2022-01,Ferry,Sgl Trip Ferry Child/Youth,13836
2022-01,Light rail,Adult,451366
2022-01,Light rail,CTP,312879
2022-01,Light rail,Child/Youth,55106
2022-01,Light rail,Concession,45876
2022-01,Light rail,Day Pass Child/Youth w/o SAF,1
2022-01,Light rail,Day Pass without SAF,26
2022-01,Light rail,Employee,4664
2022-01,Light rail,Free Travel,1471
2022-01,Light rail,School Student,793
2022-01,Light rail,Senior/Pensioner,143982
2022-01,Light rail,Sgl Trip LR Adult,1067
2022-01,Light rail,Sgl Trip LR Child/Youth,873
2022-01,Metro,Adult,303258
2022-01,Metro,CTP,161355
2022-01,Metro,Child/Youth,72529
2022-01,Metro,Concession,50098
2022-01,Metro,Day Pass without SAF,5
2022-01,Metro,Employee,4492
2022-01,Metro,Free Travel,620
2022-01,Metro,School Student,2758
2022-01,Metro,Senior/Pensioner,48621
2022-01,Metro,Sgl Trip Rail Adult,1974
2022-01,Metro,Sgl Trip Rail Child/Youth,3432
2022-01,Train,Adult,5176801
2022-01,Train,CTP,2554131
2022-01,Train,Child/Youth,505128
2022-01,Train,Concession,429252
2022-01,Train,Day Pass Child/Youth w/o SAF,5
2022-01,Train,Day Pass without SAF,574
2022-01,Train,Employee,139527
2022-01,Train,Free Travel,10852
2022-01,Train,School Student,18336
2022-01,Train,Senior/Pensioner,1149408
2022-01,Train,Sgl Trip Rail Adult,40368
2022-01,Train,Sgl Trip Rail Child/Youth,32074
2022-02,Bus,Adult,4244808
2022-02,Bus,Adult Single Bus Trip 1,73
2022-02,Bus,Adult Single Bus Trip 2,28
2022-02,Bus,Adult Single Bus Trip 3,7
2022-02,Bus,CTP,2739591
2022-02,Bus,Child/Youth,562929
2022-02,Bus,Child/Youth Single Bus Trip 1,1
2022-02,Bus,Child/Youth Single Bus Trip 2,3
2022-02,Bus,Concession,566350
2022-02,Bus,Day Pass without SAF,389
2022-02,Bus,Employee,44817
2022-02,Bus,Free Travel,20091
2022-02,Bus,On Demand,18034
2022-02,Bus,School Student,1483705
2022-02,Bus,Senior/Pensioner,2280735
2022-02,Ferry,Adult,173621
2022-02,Ferry,CTP,184821
2022-02,Ferry,Child/Youth,23157
2022-02,Ferry,Concession,12268
2022-02,Ferry,Day Pass without SAF,4
2022-02,Ferry,Employee,3539
2022-02,Ferry,Free Travel,1061
2022-02,Ferry,School Student,9522
2022-02,Ferry,Senior/Pensioner,99494
2022-02,Ferry,Sgl Trip Ferry Adult,7854
2022-02,Ferry,Sgl Trip Ferry Child/Youth,3791
2022-02,Light rail,Adult,553409
2022-02,Light rail,CTP,400830
2022-02,Light rail,Child/Youth,51964
2022-02,Light rail,Concession,140277
2022-02,Light rail,Day Pass without SAF,15
2022-02,Light rail,Employee,4984
2022-02,Light rail,Free Travel,1776
2022-02,Light rail,School Student,35281
2022-02,Light rail,Senior/Pensioner,180145
2022-02,Light rail,Sgl Trip LR Adult,991
2022-02,Light rail,Sgl Trip LR Child/Youth,415
2022-02,Metro,Adult,392103
2022-02,Metro,CTP,208243
2022-02,Metro,Child/Youth,69520
2022-02,Metro,Concession,90031
2022-02,Metro,Day Pass without SAF,3
2022-02,Metro,Employee,5587
2022-02,Metro,Free Travel,815
2022-02,Metro,School Student,107578
2022-02,Metro,Senior/Pensioner,62320
2022-02,Metro,Sgl Trip Rail Adult,2142
2022-02,Metro,Sgl Trip Rail Child/Youth,2430
2022-02,Train,Adult,6040182
2022-02,Train,CTP,3131179
2022-02,Train,Child/Youth,446173
2022-02,Train,Concession,707095
2022-02,Train,Day Pass Child/Youth w/o SAF,2
2022-02,Train,Day Pass without SAF,497
2022-02,Train,Employee,151437
2022-02,Train,Free Travel,13427
2022-02,Train,School Student,851333
2022-02,Train,Senior/Pensioner,1318743
2022-02,Train,Sgl Trip Rail Adult,44855
2022-02,Train,Sgl Trip Rail Child/Youth,23762
2022-03,Bus,Adult,5275005
2022-03,Bus,Adult Single Bus Trip 1,104
2022-03,Bus,Adult Single Bus Trip 2,38
2022-03,Bus,Adult Single Bus Trip 3,14
2022-03,Bus,CTP,3460409
2022-03,Bus,Child/Youth,542260
2022-03,Bus,Child/Youth Single Bus Trip 1,3
2022-03,Bus,Concession,896181
2022-03,Bus,Day Pass Child/Youth w/o SAF,18
2022-03,Bus,Day Pass without SAF,503
2022-03,Bus,Employee,52935
2022-03,Bus,Free Travel,23571
2022-03,Bus,On Demand,21147
2022-03,Bus,School Student,1469333
2022-03,Bus,Senior/Pensioner,2664934
2022-03,Ferry,Adult,215463
2022-03,Ferry,CTP,236344
2022-03,Ferry,Child/Youth,31567
2022-03,Ferry,Concession,15266
2022-03,Ferry,Day Pass without SAF,5
2022-03,Ferry,Employee,3318
2022-03,Ferry,Free Travel,1222
2022-03,Ferry,School Student,9308
2022-03,Ferry,Senior/Pensioner,108081
2022-03,Ferry,Sgl Trip Ferry Adult,11094
2022-03,Ferry,Sgl Trip Ferry Child/Youth,5201
2022-03,Light rail,Adult,788385
2022-03,Light rail,CTP,589751
2022-03,Light rail,Child/Youth,56517
2022-03,Light rail,Concession,226808
2022-03,Light rail,Day Pass without SAF,21
2022-03,Light rail,Employee,6799
2022-03,Light rail,Free Travel,2527
2022-03,Light rail,School Student,36097
2022-03,Light rail,Senior/Pensioner,266341
2022-03,Light rail,Sgl Trip LR Adult,1576
2022-03,Light rail,Sgl Trip LR Child/Youth,671
2022-03,Metro,Adult,545201
2022-03,Metro,CTP,298153
2022-03,Metro,Child/Youth,70762
2022-03,Metro,Concession,184842
2022-03,Metro,Day Pass without SAF,5
2022-03,Metro,Employee,7699
2022-03,Metro,Free Travel,979
2022-03,Metro,School Student,123529
2022-03,Metro,Senior/Pensioner,80905
2022-03,Metro,Sgl Trip Rail Adult,3164
2022-03,Metro,Sgl Trip Rail Child/Youth,3428
2022-03,Train,Adult,7671085
2022-03,Train,CTP,4111466
2022-03,Train,Child/Youth,420388
2022-03,Train,Concession,1170947
2022-03,Train,Day Pass Child/Youth w/o SAF,2
2022-03,Train,Day Pass without SAF,529
2022-03,Train,Employee,189739
2022-03,Train,Free Travel,16367
2022-03,Train,School Student,911751
2022-03,Train,Senior/Pensioner,1614839
2022-03,Train,Sgl Trip Rail Adult,62264
2022-03,Train,Sgl Trip Rail Child/Youth,26392
2022-04,Bus,Adult,5006854
2022-04,Bus,Adult Single Bus Trip 1,149
2022-04,Bus,Adult Single Bus Trip 2,109
2022-04,Bus,Adult Single Bus Trip 3,148
2022-04,Bus,CTP,3146796
2022-04,Bus,Child/Youth,663096
2022-04,Bus,Child/Youth Single Bus Trip 1,12
2022-04,Bus,Child/Youth Single Bus Trip 2,3
2022-04,Bus,Concession,647357
2022-04,Bus,Day Pass Child/Youth w/o SAF,6
2022-04,Bus,Day Pass without SAF,367
2022-04,Bus,Employee,45399
2022-04,Bus,Free Travel,20971
2022-04,Bus,On Demand,19661
2022-04,Bus,School Student,574559
2022-04,Bus,Senior/Pensioner,2488231
2022-04,Ferry,Adult,424839
2022-04,Ferry,CTP,352454
2022-04,Ferry,Child/Youth,120905
2022-04,Ferry,Concession,18312
2022-04,Ferry,Day Pass Child/Youth w/o SAF,63
2022-04,Ferry,Day Pass without SAF,28
2022-04,Ferry,Employee,3903
